SiteCode,Year,CAMPAGNE,VOLET,DATE,JOURJULIEN,Site,Lac,LATITUDE,LONGITUDE,Region,TYPE,VENTMAX,VENTMOY,TEMPAIR,HUMREL,PATM,NUAGE,VAGUES,SecchiDepth,MaxDepth,DepthEPILIMNION,ZÉCH,Temp,Conductivity,Doperc,Docorr,DOmgL,pH,Alcalinity,AbundanceBact,ABONDANCE BACT. _ ES (cells/ml),PRODUCTION BACT._MOY       (µg C/L/j),RESPIRATION TOTALE _ MOY (µgC/L/j),RESPIRATION TOTALE _ ES (µgC/L/j),RESPIRATION BACT. _ MOY (µgC/L/j), RESPIRATION BACT. _ ES (µgC/L/j),ZooBiomass,ZBP (mg C m-3 j-1),ZP:B CBA (j-1),ZP:B LOPC (j-1),ChlA, CHL a _ ES (µg/L),TP, TP _ ES (µg/L), TN, TN _ ES (mg/L),NH4,[NH4] _ ES (ug/L),NO3,[NO3] _ ES (ug/L),Iron, DOC, DOC _ ES (mg/L - ppm), DIC, DIC _ ES (mg/L - ppm), LABILITÉ, LABILITÉ _ ES (mgC/L/j),COULEUR-CDOM      ABS. 440nm (m-1),FLUORESCENCE C1 (Ru),FLUORESCENCE C2 (Ru),FLUORESCENCE C3 (Ru),FLUORESCENCE C4 (Ru),FLUORESCENCE C5 (Ru),FLUORESCENCE C6 (Ru),pCO2 AIR AMBIANT DE EGM (ppm),pCO2 EAU (ppm) DE EGM,pCH4 EAU _ MOY (ppm)  DU GC,pCH4 EAU _ ES (ppm)  DU GC,pN2O EAU _ MOY  (ppm)  DU GC Rox,pN2O EAU _  ES (ppm)  DU GC Rox,FLUX CO2 _ MOY (mmol m-2 d-1) EGM ,FLUX CH4 (mmol m-2 d-1) GC,FLUX N2O (mmol m-2 d-1) GC Rox,k600 (m j-1),KCO2 (m j-1),2H2O (Hatch Lab),H2O18 (Hatch Lab),2H2O (Colorado),H2O18 (Colorado),2H2O (UTrent),H2O18 (UTrent),H2O17 (LSCE),O17 (Hatch Lab),O18 (Hatch Lab),DIC13 (Hatch Lab),DIC13 (Colorado),DOC13 (Hatch Lab),DOC13 (Colorado),ppmDIC (Hatch Lab),ppmDIC (Colorado),ppmDOC (Hatch Lab),ppmDOC (Colorado),%C POM (Colorado),%N POM (Colorado),C13 POM (Colorado),N15 POM (Colorado),C/N POM (Colorado),H2 POM (Colorado),%H (Colorado),H2 DOM (Colorado),mgPOC/L/filter (Colorado),pour trier,Commentaires
,2011,3,L,02-10-2011,275,L190,Lac Albanel,50.85316,-73.34789,Chibougamau,humique,1.3,0.95,9.95,68.25,974.6,0,5,6.5,21.2,-,0.5,11.73,71,103.2,106.94,11.2,7.88,,1262599,213888,0.95,30.95,2.54,13.47,1.19,130.986,1.625,0.12,0.012,1.3,0.39,4.77,1,0.179,0.04,,,10.8,,5.359,3.964,0.016,7.915,0.071,,,0.81,0.239,0.32,0.111,0.054,0.139,0.171,421,460,23.89,0.98,,,3.72,0.057,,2.53,1.884,,,,,-94.18,-12.07,,11.14,22.47,,,,,,,,,,,,,,,,,,199,
,2011,3,L,02-10-2011,275,L191,Lac Mistassini,50.51667,-73.82723,Chibougamau,humique,1.25,1,10.95,68.65,975.35,0,30,4.75,70.5,-,0.5,10.38,35,94.4,97.75,10.57,7.52,,417753,18652,1.83,32.71,0.94,42.86,1.06,23.024,,,,0.64,,4.1,0.47,0.2,0.004,,,105.9,,12.637,4.574,0.073,3.424,0.057,-0.013,0.002,2.19,0.416,0.573,0.147,0.138,0.114,0.177,389,493,12.34,0.17,,,10.25,0.032,,2.634,1.86,,,,,-99.48,-12.92,,11.33,23.08,,,,,,,,,,,,,,,,,,200,
,2011,3,L,02-10-2011,275,L192,Lac Mignault,49.39708,-73.83355,Chibougamau,humique,1.85,1.3,14,66.15,970.2,1,13,1.5,8.5,-,0.5,13.51,25,87.5,91.08,9.12,7.13,,450237,63058,3.44,34.62,8.67,28.16,1.1,41.168,,,,1.71,0.06,8.65,0.07,0.208,0.006,13.5,1,19.2,,201.258,9.379,0.11,2.067,0.004,-0.018,0.002,5.76,1.302,1.628,0.401,0.413,0.213,0.351,391,693,57.34,1.17,0.603,0.16,35.17,0.308,0.024,3.059,2.438,,,,,-88.74,-11.2,,11.57,23.1,,-11.55,,-27.08,,2.1,,9.17,,,,,,,2.8,-100.9,,201,
,2011,3,L,03-10-2011,276,L193,Lac Moulevin,49.43194,-73.72114,Chibougamau,humique,2.6,1.6,11.6,66.8,975.4,0,20,1.7,4.5,-,0.5,12.28,31,98.7,102.04,10.57,7.27,,554221,24150,4.2,33.34,2.99,33.44,0.76,44.788,0.312,0.029,0.007,1.73,0.81,7.05,0.07,0.19,0.002,,,33,,137.536,9.186,0.035,2.781,0.018,,,4.38,1.144,1.432,0.331,0.406,0.213,0.394,417,513,63.77,1.5,0.551,0.069,67.27,0.511,0.116,18.465,14.041,,,,,-88.8,-11.28,,11.51,22.76,,,,,,,,,,,,,,,,,,202,
,2011,3,L,03-10-2011,276,L194,Lac Buad,49.07722,-74.18867,Chibougamau,humique,5.2,4.3,12.6,60.1,973.4,0,30,1.7,10,-,0.5,13.46,19,96.1,99.53,10.02,6.56,,422820,13138,3.61,26.59,11.64,11.16,4.06,,,,,1.69,0,8.45,0.13,0.235,0.001,14,0.6,33.4,,223.926,11.292,0.114,1.304,0.015,-0.027,0.006,6.56,1.514,2.228,0.634,0.456,0.324,0.424,393,763,31.04,0.26,0.461,0.027,144.6,0.204,0.038,10.271,8.168,,,,,-88.39,-11.34,,11.52,22.86,,-16.89,,-27.15,,0.94,,11.76,,,,,,,2.9,-102.2,,203,
,2011,1,L,04-06-2011,155,L110,Lac Simoncouche,48.23241,-71.24915,Chicoutimi,humique,2.77,1.77,15.27,53.63,974.83,1,3,,7.6,4.5,0.5,16.5,114,97.5,101.45,9.58,7.46,425.35,4372227,48304,3.36,51.08,8.69,34.84,0.93,120.807,6.147,0.201,0.051,2.17,0.17,11.18,0.7,0.178,,5.3,1.9,0,,41.696,6.314,0.025,5.806,0.002,-0.069,0.014,1.73,0.232,0.396,0.126,0.117,0.155,0.102,406,783,115.42,2.16,0.288,0.008,23.07,0.265,-0.002,1.584,1.407,,,-99.56,-13.51,,,,10.53,20.83,,-8.68,,-27.55,,5.53,,5.91,,,-32.548,1.485,6.602,,2.4,-108.4,,119,
,2011,1,L,05-06-2011,156,L111,Lac Lecompte,48.15673,-71.25002,Chicoutimi,humique,2.45,0.9,16.55,55,960.45,8,1,1.2,1.2,-,0.5,16.2,31,93.3,97.85,9.16,7.06,,4671836,169077,26.19,85.37,8.42,43.53,2.62,1094.027,9.259,0.16,0.008,2.24,0.16,15.79,0.14,0.248,,3.8,2.7,0,,123.158,14.28,0.035,3.297,0.007,-0.03,0.006,5.18,0.501,0.826,0.244,0.221,0.199,0.149,395,1083,564.93,24.19,0.293,0.021,49.7,2.454,-0.002,1.873,1.646,,,-98.57,-13.54,,,,,,,-8.56,,-24.43,,2.86,,12.06,,,-32.247,-0.581,8.481,,2.5,-105.1,,120,Z Secchi plus profond que Z max
,2011,1,L,05-06-2011,156,L112,Lac du Quai,48.1295,-71.2589,Chicoutimi,humique,2.3,1.15,15.95,79.65,950.4,8,1,,11.6,2,0.5,14.84,16,92.2,97.94,9.34,6.69,,1796144,79328,7.3,74.78,0.99,44.27,10.4,83.939,2.415,0.099,0.029,1.73,0.06,16.42,0.21,0.219,,1.5,0,0,,99.033,7.223,0.079,1.562,0.006,-0.025,0.017,2.76,0.289,0.572,0.198,0.151,0.149,0.107,384,914,87.98,5.41,0.309,0.005,46.36,0.154,-0.002,2.283,1.91,,,-100.5,-14.37,,,,,,,-14.11,,-27.09,,1.55,,6.72,,,-31.407,2.108,7.208,,1.7,-43.8,,121,
,2011,1,L,06-06-2011,157,L113,Lac Grand Montagnais,47.917,-71.199,Chicoutimi,humique,0.8,0.65,18.7,72.25,928.5,3,1,1.75,5.5,-,0.5,11.48,12,104.2,113.32,11.37,5.93,,5073227,288648,15.56,83.51,4.79,78.37,1.49,,,,,3.26,0,18.72,0.28,0.187,,3.3,0.5,0,,327.347,10.965,0.109,1.02,0.001,-0.037,0.006,6.1,0.666,1.148,0.374,0.244,0.174,0.179,391,942,47.68,0.91,0.279,0.031,29.28,0.101,-0.002,1.411,1.041,,,,,-104.35,-14.56,,,,,,,,,,,,,,,,,,,,,122,
,2011,1,L,06-06-2011,157,L114,Lac Larocque,47.933,-71.203,Chicoutimi,humique,3.85,2.7,16.4,45.8,927.6,2,8,1.5,2.5,-,0.5,14.6,18,104.9,114.38,10.69,6.64,,2035377,87694,14.37,116.83,2.46,22.75,3.78,51.77,1.939,0.077,0.037,3.45,0.1,18.72,0.7,0.183,,,,0,,380.883,6.117,0.027,1.952,0.017,-0.023,0.006,2.53,0.265,0.403,0.101,0.145,0.097,0.104,391,565,123.54,2.74,0.309,0.011,24.38,0.509,-0.003,3.661,3.037,,,-100.21,-14.39,,,,11,21.58,,,,,,,,,,,-30.822,1.352,8.823,,3.4,-111.1,,123,
,2011,1,L,06-06-2011,157,L115,Lac Maloin,47.93863,-71.27956,Chicoutimi,humique,3.65,2.65,19.65,35.95,927.5,1,2,1.3,1.3,-,0.5,16.33,14,97.5,106.04,9.56,6.47,,2616696,171935,17.34,31.28,17.14,19.39,4.88,,,,,1.46,0.15,14.88,3,0.194,,,,0,,184.519,8.609,0.029,1.348,0.005,-0.021,0.001,3.8,0.48,0.778,0.23,0.23,0.17,0.118,391,1054,229.3,27.78,,,35.87,0.675,,1.402,1.238,,,,,-103.62,-14.31,,,,,,,,,,,,,,,,,,,,,124,Z Secchi plus profond que Z max
,2011,1,L,07-06-2011,158,L116,Lac des Îlets ,48.20125,-71.23432,Chicoutimi,humique,2.15,1.2,19.9,61.15,967.9,8,2,2.5,7.1,-,0.5,16.68,77,97.8,101.97,9.52,7.39,,4079456,152445,16.67,55.65,2.03,33.02,1.82,143.103,5.598,0.166,0.039,2.4,0.02,11.51,0.47,0.185,0.016,0.4,1.2,0,,59.169,5.941,0.029,5.855,0.003,-0.015,0.005,2.19,0.235,0.36,0.115,0.107,0.124,0.119,390,603,59.7,1.74,0.335,0.003,16.93,0.297,0,2.056,1.838,,,-97.8,-13.46,,,,11.55,22.06,,-7.57,,-27.39,,5.69,,5.7,,,,,,,2.2,-99.7,,125,
,2011,1,L,07-06-2011,158,L117,Lac Kénogami,48.29824,-71.24516,Chicoutimi,humique,1.1,0.7,16.05,86.15,988.15,8,4,1.8,24,-,0.5,12.77,26,100.2,102.49,10.63,6.77,,3158896,193396,7.99,40.01,6.65,37.57,4,,,,,2.38,0.23,17.6,0.61,0.398,0.002,,,,,215.709,8.089,0.047,1.771,0.025,-0.015,0.001,4.15,0.44,0.778,0.251,0.197,0.155,0.118,390,791,23.68,0.68,0.328,0.008,45.57,0.056,-0.001,2.997,2.322,,,,,-103.84,-14.36,,12.69,24.04,,,,,,,,,,,,,,,,,,126,
,2011,1,L,08-06-2011,159,L118,Lac Pikauba,47.806,-71.1172,Chicoutimi,humique,2,1.8,16.6,85.9,913.1,8,1,1.75,5.3,-,0.5,10.88,11,90.7,100.2,10.03,5.56,,3862639,80372,19.32,48.09,6.83,71.85,3.31,,,,,1.57,0.29,18.48,0.27,0.176,0.01,,,,,405.996,8.277,0.124,1.168,0.023,-0.022,0.009,4.49,0.481,0.842,0.292,0.2,0.152,0.096,401,1328,62.39,1.36,0.282,0.004,17.46,0.031,-0.001,0.502,0.362,,,,,-101.35,-14.23,,12.84,24.05,,,,,,,,,,,,,,,,,,127,
,2011,1,L,08-06-2011,159,L119,Lac à la Carpe,48.226,-71.865,Chicoutimi,humique,2.9,2.7,19.9,84.6,961.2,8,2,2,13.5,-,0.5,14.38,31,96.4,101,9.85,7.23,,2954167,93158,7.07,31.28,5.38,29.36,1.25,100.698,,,,3.26,0.12,11.1,0.2,0.192,0.029,,,,,31.852,6.081,0.071,3.253,0.024,-0.016,0.014,2.07,0.241,0.341,0.098,0.098,0.115,0.088,395,545,25.23,0.82,0.317,0.009,23.35,0.032,-0.002,4.071,3.35,,,,,-85.38,-11.12,,0,0,,,,,,,,,,,,,,,,,,128,
,2011,1,L,08-06-2011,159,L120,Lac St-Jean,48.493,-72.125,Chicoutimi,humique,6.9,5.9,17,92.5,989.3,8,60,1.5,6.2,-,0.5,14.51,22,97.6,99.54,9.95,6.73,,3930006,441816,12.22,60.15,10.89,41.68,2.03,19.988,0.622,0.051,0.031,1.92,0,14.69,0.27,0.241,0.041,2.2,,36.2,,173.36,9.628,0.113,1.92,0.014,,,5.99,0.681,0.964,0.245,0.257,0.131,0.137,397,746,38.88,1.3,0.295,0.005,150,0.648,-0.013,11.234,9.289,,,-98.28,-13.99,,,,0,0,,-10.37,,-27.08,,1.83,,9.29,,,-29.359,2.039,8.017,,,,,129,"Labilité: valeurs manquantes, à chercher"
,2011,1,L,08-06-2011,159,L121,Lac Otis,48.31,-70.654,Chicoutimi,humique,3.3,2.6,18.9,90.7,976.9,4,20,2.75,35.3,-,0.5,12.96,72,97.7,100.9,10.3,7.4,,1312153,78655,3.14,37.3,3.4,27.78,3.86,,,,,2.27,0.35,11.24,0.2,0.3,0.001,,,,,68.144,7.13,0.059,5.015,0.009,,,2.65,0.339,0.493,0.149,0.148,0.133,0.107,382,626,21.28,0.32,0.314,0.004,40.15,0.063,-0.003,4.336,3.384,,,,,-95.08,-12.8,,12.41,23.29,,,,,,,,,,,,,,,,,,130,"Labilité: valeurs manquantes, à chercher"
,2011,1,L,14-06-2011,165,L129,Lac Laurier,48.12675,-71.28685,Chicoutimi,humique,1.25,0.8,22.6,43.6,943.4,0,2,2.75,9.7,-,0.5,15.26,15,97.3,104.09,9.76,6.59,,3597118,29697,16.72,35.93,0.63,9.83,0.51,,,,,1.99,0.17,11.29,1.73,0.175,0.012,,,,,78.996,5.773,0.039,1.502,0.02,-0.023,0.005,2.42,0.198,0.417,0.123,0.127,0.129,0.1,393,780,,,0.296,0.003,41.1,,-0.003,2.766,2.35,,,,,-95.24,-13.07,,12.09,22.69,,,,,,,,,,,,,,,,,,138,
,2011,1,L,12-06-2011,163,L133,Lac Faniant,48.12738,-71.263,Chicoutimi,humique,2,1.1,12.5,86.5,945.9,8,1,2.5,6.1,2,0.5,16.06,16,91.7,95.95,8.87,6.12,,1879452,98743,18.81,75.92,2.11,25.5,1.17,97.509,3.698,0.113,0.038,2.19,0.19,22.07,2.24,0.402,0.043,2.3,0.9,0,,137.443,7.748,0.002,1.829,0.025,-0.026,0.001,2.99,0.346,0.646,0.207,0.17,0.158,0.104,400,1471,361.93,30.72,0.371,0.024,46.76,0.635,0.001,1.133,0.991,,,-97.44,-13.51,,,,10.89,21.29,,-17.1,,-27.3,,1.88,,7.52,,,-31.641,1.427,7.521,,2,-99.4,,142,
,2011,1,L,12-06-2011,163,L134,Lac Valiquette,48.12679,-71.27876,Chicoutimi,humique,3.7,2.4,12,98.7,939.6,8,3,3,7.5,-,0.5,17.2,16,99,106.37,9.54,6.65,,3721326,28601,2.17,74.61,4.32,24.14,1.01,,,,,2.09,0.26,23.36,8.26,0.19,0.019,,,36.4,,98.373,5.93,0.025,1.45,0.006,-0.025,0.002,2.3,0.208,0.362,0.097,0.127,0.11,0.071,401,736,118.85,5.44,,,42.9,0.395,,3.305,3.009,,,,,-96.4,-12.31,,11.16,21.61,,,,,,,,,,,,,,,,,,143,
,2011,1,L,13-06-2011,164,L135,Lac Nixon,48.11938,-71.26266,Chicoutimi,humique,3.15,1.4,21.05,41.45,947.65,0,2,,9.2,-,0.5,16.81,16,94.7,100.92,9.2,6.32,,3561318,85338,5.21,41.4,2.14,21.94,2.89,157.722,,,,1.81,0.16,14.9,1.6,0.231,0.015,7.6,1,0,,141.946,7.648,0.144,1.678,0.001,,,3.11,0.348,0.614,0.193,0.172,0.175,0.114,394,1360,398.33,31.45,0.264,0.04,93.69,1.165,-0.005,2.508,2.252,,,-95.86,-13.09,,,,0,0,,-14.29,,-27.23,,1.67,,7.26,,,-31.815,2.353,7.558,,2,-107.1,,144,"Labilité: valeurs manquantes, à chercher"
,2011,1,L,15-06-2011,166,L136,Lac Richelieu,48.15598,-71.35094,Chicoutimi,humique,1.9,1.05,21.95,44,942.1,0,1,2.75,11.6,3,0.5,16.92,16,99.4,105.93,9.58,6.68,,3949733,51068,14.25,49.45,3.67,22.94,1.87,179.926,,,,1.13,0.07,10.46,0.9,0.153,0.003,,,,,60.355,6.518,0.026,1.356,0.032,,,2.19,0.246,0.427,0.104,0.142,0.126,0.102,406,677,157.2,3.93,0.325,0.003,41.11,0.179,-0.001,3.92,3.534,,,,,-93.31,-11.76,,0,0,,,,,,,,,,,,,,,,,,145,"Labilité: valeurs manquantes, à chercher"
,2011,1,L,15-06-2011,166,L137,Lac Guimard,48.12364,-71.31338,Chicoutimi,humique,1.85,1.2,28.75,25.3,944.5,0,1,2.25,9.2,2,0.5,18.16,16,103.2,109.34,9.66,6.37,,3321894,19233,4.59,48.85,3.95,22.94,1.87,,,,,1.17,0.12,10.67,0.14,0.196,0.033,,,,,182.073,,,,,-0.022,0.002,3.57,0.324,0.558,0.138,0.228,0.163,0.075,388,865,537.62,1.39,0.325,0.016,104.85,1.866,-0.002,5.65,5.316,,,,,-100.45,-13.31,,11.23,22.1,,,,,,,,,,,,,,,,,,146,"DOC/DIC: valeurs manquantes, à chercher"
,2011,1,L,15-06-2011,166,L138,Lac Ministuk,48.10083,-71.31409,Chicoutimi,humique,2.65,1.8,23.9,28.9,940.65,0,2,,5.3,-,0.5,18.25,14,101.9,109.51,9.62,6.37,,4280110,32782,5.92,37.16,1.06,23.93,0.67,191.944,8.36,0.218,0.044,1.9,0.06,11.01,0.35,0.166,0.004,12.5,1.4,0,,146.915,,,,,-0.023,0,3.22,0.345,0.619,0.191,0.187,0.158,0.09,391,676,100.43,0.34,0.303,,58.97,0.321,-0.005,5.317,5.018,,,-101.16,-14.17,,,,11.41,22.47,,-14.98,,-27.14,,1.12,,7.22,,,-31.753,-1.632,7.524,,2.6,-104,,147,"DOC/DIC: valeurs manquantes, à chercher"
,2011,2,L,19-07-2011,200,L139,Lac du Quai,48.12947,-71.25861,Chicoutimi,humique,3.7,1.75,19.05,44.05,946,1,1,2.9,7.2,3,0.5,22.72,20,91,96.73,7.82,6.86,,727566,21101,9.1,47.13,0.36,39.03,1.41,229.978,15.29,0.298,0.066,1.46,,8.15,0.71,0.223,0.014,11.1,8.1,4.1,3,129.292,6.635,0.034,1.51,0.02,-0.061,0.014,2.76,0.346,0.441,0.12,0.173,0.124,0.132,401,840,323.81,16.31,0.385,0.017,59.39,1.547,0.007,3.415,3.732,,,-91.2,-12.34,,,,11.9,22.33,,-9.31,,-27.13,,1.48,,6.65,,,-32.537,1.855,8.609,,2.5,-110.9,,148,
,2011,2,L,20-07-2011,201,L140,Lac Nixon,48.11958,-71.26269,Chicoutimi,humique,3.2,1.6,17.9,79.6,937.7,8,3,2,7.2,3,0.5,20.76,18,94.5,101.8,8.47,6.51,,544822,48668,7.74,73.66,0.54,35.2,2.59,139.825,8.196,0.225,0.059,2.61,0,15.41,1.2,0.234,0.011,,,,,264.088,8.042,0.148,1.805,0.006,-0.045,,4.03,0.437,0.625,0.19,0.195,0.187,0.204,391,1592,911.1,33.87,0.375,0.001,188.03,4.341,0.007,3.984,4.087,,,,,-90.2,-11.11,,11.84,22.2,,,,,,,,,,,,,,,,,,149,
,2011,2,L,20-07-2011,201,L141,Lac Faniant,48.12738,-71.263,Chicoutimi,humique,6.35,3.95,21.75,73.95,935.8,8,13,,5,2,0.5,20.36,21,96.2,103.67,8.68,6.58,,1120316,75249,8.36,96.27,3.15,66.05,1.42,296.559,11.603,0.172,0.039,2.95,0.04,16.54,1.34,0.32,0.026,6.7,0.2,0,,299.971,9.789,0.093,1.873,0.017,-0.126,,4.95,0.585,0.888,0.295,0.236,0.245,0.266,382,1637,620.73,21.49,0.389,0.015,178.76,3.538,0.008,3.63,3.675,,,-88.67,-11.85,,,,10.72,21.39,,-13.76,,-27.51,,1.9,,9.49,,,-34.447,1.528,8.89,,2.7,-109.5,,150,
,2011,2,L,22-07-2011,203,L142,Lac Valiquette,48.12694,-71.27876,Chicoutimi,humique,2.6,1.7,20.7,81.25,934.5,7,2,2.1,7.2,4,0.5,20.54,18,87.4,96.41,8.04,6.8,,455592,14178,7.29,69.35,3.03,35.23,0.22,,2.035,0.08,,1.85,0.02,9.14,0.42,0.231,,,,22.9,,78.228,5.613,0.08,1.469,0.002,-0.015,-0.07,1.73,0.209,0.309,0.092,0.096,0.105,0.118,416,868,350.87,9.55,0.384,0.002,43.99,1.476,0.005,2.478,2.524,,,,,-87.75,-10.67,,12.49,22.94,,,,,,,,,,,,,,,,,,151,
,2011,2,L,22-07-2011,203,L143,Lac Laurier,48.12674,-71.28669,Chicoutimi,humique,3.15,2.15,22.8,76.8,935.1,5,1,2.5,8.2,3,0.5,20.65,18,91.5,98.82,8.22,6.72,,475365,27074,3.22,45.77,0.66,49.54,0.72,238.503,3.766,0.12,0.016,1.79,0.19,7.73,,0.165,0.017,,,,,88.876,5.979,0.076,1.654,0.012,-0.024,0.002,2.3,0.255,0.391,0.107,0.146,0.121,0.122,417,1066,399.24,14.48,0.374,0.016,60.71,,0.004,2.381,2.434,,,,,-90.29,-11.12,,11.46,22.53,,,,,,,,,,,,,,,,,,152,
,2011,2,L,22-07-2011,203,L144,Lac Simoncouche,48.23292,-71.24916,Chicoutimi,humique,4.7,3.5,28.05,56.65,965.1,3,3,3,7.8,4,0.5,23.07,128,97.5,102.01,8.36,7.76,,608812,36047,8.23,55.05,0.82,33.59,2.37,354.291,4.868,0.185,0.014,2.53,0.08,7.3,0.28,0.22,0.025,6.9,1.2,3.8,2.6,32.467,6.176,0.005,6.136,0.023,-0.025,0.008,1.5,0.252,0.348,0.135,0.08,0.157,0.136,421,684,447.53,9.31,0.396,0.003,37.98,2.279,0.008,3.641,4.023,,,-90.47,-11.74,,,,11.38,21.5,,-6.92,,-27.54,,6.15,,6.04,,,-32.296,1.009,7.998,,2.5,-97.5,,153,
,2011,2,L,23-07-2011,204,L145,Lac des Îlets ,48.20125,-71.23432,Chicoutimi,humique,2.6,1.5,25.95,67.1,962.35,0,0,2,6.7,4,0.5,22.4,91,98.3,102.89,8.54,7.77,,506219,35950,14.35,75.2,6.75,47,5.82,199.789,3.868,0.256,0.019,3.16,0.22,9.49,0.21,0.19,0.005,18.6,3.6,2,1.5,,5.966,0.007,5.989,0.008,-0.022,0.009,1.61,0.269,0.338,0.115,0.09,0.142,0.128,391,615,229.54,6.73,0.427,0.028,53.97,0.6,0.019,6.091,6.588,,,-90.55,-11.68,,,,0,0,,-6.68,,-27.44,,5.94,,5.78,,,-31.771,2.273,8.319,,2.4,-102,,154,
,2011,2,L,23-07-2011,204,L146,Lac Demaux,48.01403,-71.24666,Chicoutimi,humique,1.8,1.4,17.6,74.75,926.75,7,0,2.2,4.1,2,0.5,21.48,19,92.9,101.07,8.2,6.62,,544309,9474,7.38,75.03,1.85,38.91,0.39,,9.052,0.198,,2.21,0.48,10.4,0.71,0.194,0.004,,,,,233.603,8.449,0.018,1.461,0.02,-0.026,0.005,4.15,0.538,0.728,0.206,0.23,0.151,0.162,392,1128,702.45,10.35,0.39,0.003,44.62,2.342,0.003,1.538,1.615,,,,,-93.08,-12.26,,11.85,22.68,,,,,,,,,,,,,,,,,,155,
,2011,2,L,24-07-2011,205,L147,Lac Lévesque,48.02096,-71.28533,Chicoutimi,humique,2.8,1.8,18.1,69.5,934.3,0,3,2.25,6,5,0.5,20.12,19,91.7,98.77,8.31,6.86,,372734,5650,25.45,42.38,1.93,31.59,6.99,124.603,3.36,0.108,0.027,1.34,0.09,6.88,0.28,0.168,0.002,,,,,156.607,6.362,0.032,1.437,0.008,-0.027,0.002,2.19,0.327,0.399,0.103,0.173,0.121,0.123,392,813,290.96,3.46,0.348,0.012,83.65,1.102,0.005,5.068,5.091,,,,,-93.09,-12.39,,11.59,22.3,,-10.93,,-26.9,,1.47,,6.1,,,,,,,2.5,-110.4,,156,
,2011,2,L,24-07-2011,205,L148,Lac Larocque,47.93059,-71.20399,Chicoutimi,humique,5.9,3.3,18.1,61.9,926,5,3,1.7,1.7,-,0.5,20.34,23,83.9,91.43,7.58,6.79,,885571,11717,26.38,92.54,1.02,51.86,0.45,124.186,9.261,0.119,0.075,3.53,1.23,17.46,2.68,0.511,0.024,79.5,0.6,0,0.7,192.647,7.19,0.039,2.208,0.004,-0.033,0.007,3.92,0.355,0.478,0.129,0.159,0.115,0.206,401,1319,675.74,3.8,0.364,0.007,133.57,,0.005,3.708,3.752,,,-88.34,-11.53,,,,11.04,21.71,,,,,,,,,,,-32.002,-1.595,8.134,,,,,157,
,2011,2,L,25-07-2011,206,L149,Lac des Uries,48.00491,-71.21137,Chicoutimi,humique,1.7,1.2,20,53.3,930.5,1,1,3.2,3.6,-,0.5,20.18,22,93.8,101.65,8.5,6.95,,860532,35980,1.51,38.84,2.82,26.4,0.92,53.806,7.825,0.22,0.145,1.37,0.07,10.83,0.42,0.14,0.013,,,,,149.277,6.799,0.061,1.658,0.002,-0.027,0.006,,0.765,0.82,0.291,0.098,0.159,0.344,379,792,105.3,5.15,0.433,0.004,19.47,,0.004,1.202,1.21,,,-94.31,-13.06,,,,11.28,22.48,,-11.28,,-26.87,,1.69,,6.54,,,-32.089,0.824,8.901,,2.2,-106.6,,158,
,2011,2,L,25-07-2011,206,L150,Lac Grand Montagnais,47.91716,-71.19862,Chicoutimi,humique,4.4,2.2,19.6,45,924,8,2,1.25,5.4,3,0.5,18.48,19,91.7,98.79,8.39,6.35,,1497204,90908,2.81,76.71,1.06,47.83,1.97,154.691,4.491,0.106,0.029,1.95,0.35,17.1,0.35,0.335,0.129,10.2,1.6,0,0.2,438.186,11.622,0.032,1.293,0.005,-0.032,0.013,7.14,0.975,1.375,0.411,0.317,0.247,0.217,384,1130,72.11,5.09,0.387,0.017,83.96,,0.006,2.889,2.748,,,,,-90.96,-12.64,,11.74,23.43,,,,,,,,,,,,,,,,,,159,
,2011,2,L,25-07-2011,206,L151,Lac Sims,47.95873,-71.17389,Chicoutimi,humique,0.4,0.2,23.5,44,917,8,,2.75,5.4,-,0.5,20.56,14,89,97.89,8,6.34,,540973,11173,2.38,73.52,0.5,43.05,0.46,60.837,4.521,0.124,0.074,1.3,0.49,7.44,0.28,0.202,0.016,,,,,251.575,,,,,-0.033,0.002,3.57,0.405,0.637,0.192,0.213,0.179,0.131,378,1101,418.04,9.83,0.4,0.013,20.39,,0.002,0.718,0.732,,,,,-91.95,-12.47,,11.69,22.54,,,,,,,,,,,,,,,,,,160,"DOC/DIC: valeurs manquantes, à chercher"
,2011,2,L,26-07-2011,207,L152,Lac Ringuet,47.95145,-71.15179,Chicoutimi,humique,2.95,1.95,13.35,85.35,909.1,8,5,2.3,4.3,3,0.5,18.34,19,85.1,94.37,8,6.68,,418105,22198,47,43.49,0.78,27.8,5.09,117.982,4.033,0.129,0.034,1.92,0.13,8.36,0.21,0.143,,,,,,90.44,6.545,0.179,1.628,0.038,-0.022,0.005,2.99,0.332,0.519,0.132,0.171,0.138,0.119,394,1045,160.46,1.27,0.446,0.048,58.75,,0.009,2.318,2.195,,,,,-93.32,-12.73,,11.2,21.84,,,,,,,,,,,,,,,,,,161,
